	date_game	game_location	opp_name	goals	opp_goals	game_outcome	overtimes	empty1	shots	pen_min	goals_pp	chances_pp	goals_sh	empty2	shots_against	pen_min_opp	goals_against_pp	opp_chances_pp	goals_against_sh	empty1	corsi_for	corsi_against	corsi_pct	fenwick_for	fenwick_against	fenwick_pct	faceoff_wins	faceoff_losses	faceoff_percentage	zs_offense_pct	pdo
25	2016-12-04	@	Calgary Flames	3	8	L			33	21	1	4	0		25	33	2	3	1		39	34	53.4	29	26	52.7	29	23	55.8	45.5	83.3
26	2016-12-07		Carolina Hurricanes	6	5	W	SO		38	10	0	3	0		34	6	1	5	0		57	42	57.6	41	37	52.6	29	20	59.2	38.0	99.0
27	2016-12-09		San Jose Sharks	3	2	W			32	7	0	3	0		24	11	0	1	0		44	60	42.3	29	40	42.0	24	21	53.3	48.3	106.3
28	2016-12-11		Ottawa Senators	5	1	W			32	10	3	4	0		22	10	1	4	0		48	43	52.7	42	28	60.0	28	21	57.1	52.4	107.1
29	2016-12-13	@	Dallas Stars	2	6	L			36	10	1	5	0		27	12	1	4	0		51	43	54.3	39	34	53.4	26	25	51.0	69.2	80.0
30	2016-12-15	@	Boston Bruins	4	3	W			27	8	0	3	0		34	6	1	4	0		38	69	35.5	30	47	39.0	23	20	53.5	25.9	110.0
31	2016-12-17	@	Detroit Red Wings	4	6	L			25	11	2	2	0		32	9	0	3	0		36	48	42.9	28	44	38.9	26	30	46.4	41.2	87.3
32	2016-12-19	@	Toronto Maple Leafs	3	2	W			28	6	2	5	0		35	10	0	3	0		40	42	48.8	31	28	52.5	30	18	62.5	46.7	96.1
33	2016-12-20	@	Montreal Canadiens	1	5	L			13	12	0	3	0		34	6	2	6	0		15	45	25.0	13	34	27.7	22	22	50.0	36.2	99.3
34	2016-12-22	@	Ottawa Senators	1	2	L	OT		25	11	1	4	0		18	15	1	2	0		46	30	60.5	32	20	61.5	24	22	52.2	49.7	92.9
35	2016-12-27		San Jose Sharks	2	3	L	OT		36	13	0	1	0		25	7	0	4	0		60	38	61.2	50	29	63.3	31	17	64.6	60.9	91.8
36	2016-12-29	@	Calgary Flames	3	1	W			25	10	2	6	0		32	14	0	4	0		35	27	56.5	26	22	54.2	18	19	48.6	31.0	100.6
37	2016-12-30	@	Vancouver Canucks	2	3	L	OT		26	14	0	1	1		26	2	1	7	0		33	35	48.5	22	26	45.8	21	18	53.8	64.6	95.6
38	2017-01-01		Philadelphia Flyers	4	3	W	SO		25	19	0	2	0		55	13	1	5	0		41	65	38.7	30	49	38.0	24	24	50.0	39.4	110.0
39	2017-01-04		Detroit Red Wings	2	0	W			24	8	0	4	0		23	10	0	3	0		50	39	56.2	38	31	55.1	16	22	42.1	50.9	108.7
40	2017-01-06		Arizona Coyotes	3	2	W	OT		35	4	0	3	0		23	6	1	2	0		60	32	65.2	47	23	67.1	22	18	55.0	60.0	103.8
41	2017-01-08		Minnesota Wild	1	2	L			24	10	0	3	0		36	8	1	4	0		44	50	46.8	36	33	52.2	20	24	45.5	46.4	99.8
42	2017-01-10		Dallas Stars	2	0	W			38	6	1	4	0		34	8	0	3	0		49	45	52.1	38	39	49.4	22	19	53.7	59.4	103.6
43	2017-01-12	@	Colorado Avalanche	4	1	W			32	11	0	1	0		34	7	0	3	0		52	48	52.0	41	33	55.4	24	34	41.4	47.4	109.5
44	2017-01-14	@	Arizona Coyotes	3	0	W			23	6	0	2	0		26	4	0	3	0		36	55	39.6	26	43	37.7	20	23	46.5	40.7	115.0
45	2017-01-15		St. Louis Blues	1	2	L	OT		23	11	0	3	0		25	11	0	3	0		34	46	42.5	31	35	47.0	17	24	41.5	47.0	96.1
46	2017-01-17		Tampa Bay Lightning	2	1	W	OT		21	6	1	5	0		28	10	0	3	0		33	52	38.8	19	32	37.3	30	11	73.2	32.1	102.6
47	2017-01-19		Colorado Avalanche	2	1	W			36	7	1	5	0		22	15	1	1	0		59	40	59.6	44	30	59.5	26	24	52.0	65.7	104.0
48	2017-01-21	@	Minnesota Wild	3	5	L			29	9	1	2	1		25	9	0	2	0		38	42	47.5	33	35	48.5	25	20	55.6	59.3	81.3
49	2017-01-23	@	Winnipeg Jets	3	2	W			27	19	1	2	1		33	13	0	5	0		29	35	45.3	23	27	46.0	30	19	61.2	34.4	96.9
50	2017-01-25		Edmonton Oilers	0	4	L			26	4	0	2	0		23	4	0	2	0		48	32	60.0	39	24	61.9	25	24	51.0	58.8	77.8
51	2017-01-31		Colorado Avalanche	5	1	W			31	8	1	1	0		29	2	0	4	0		45	46	49.5	37	38	49.3	31	26	54.4	60.0	110.1
52	2017-02-03	@	Florida Panthers	1	2	L			23	17	0	3	0		37	13	0	5	0		36	42	46.2	25	35	41.7	22	23	48.9	34.6	97.6
53	2017-02-04	@	Tampa Bay Lightning	2	3	L	SO		16	21	0	5	0		37	19	1	7	0		29	63	31.5	22	45	32.8	24	26	48.0	41.8	110.6
54	2017-02-07	@	New York Rangers	1	4	L			44	4	0	4	0		20	10	0	1	0		66	35	65.3	48	28	63.2	21	21	50.0	72.3	80.6
55	2017-02-09	@	Buffalo Sabres	5	2	W			44	9	1	4	0		26	13	1	2	0		59	36	62.1	46	29	61.3	22	30	42.3	67.6	106.1
56	2017-02-11	@	Washington Capitals	4	6	L			22	10	0	2	0		39	8	1	3	1		40	51	44.0	27	39	40.9	28	18	60.9	41.6	107.7
57	2017-02-14	@	Minnesota Wild	1	0	W			23	20	0	0	0		37	0	0	5	0		42	49	46.2	26	37	41.3	19	29	39.6	33.3	104.5
58	2017-02-17		Florida Panthers	1	4	L			36	8	0	3	1		31	8	1	3	1		50	47	51.5	43	37	53.8	25	12	67.6	62.0	92.0
59	2017-02-19		Los Angeles Kings	1	0	W			29	9	0	2	0		24	9	0	2	0		56	47	54.4	43	33	56.6	11	17	39.3	33.3	103.7
60	2017-02-20	@	Arizona Coyotes	2	3	L			36	6	0	2	0		20	4	0	3	0		59	38	60.8	45	30	60.0	24	18	57.1	61.8	90.5
61	2017-02-22		Boston Bruins	5	3	W			25	10	0	3	0		29	6	0	5	0		35	49	41.7	28	33	45.9	29	22	56.9	53.1	111.4
62	2017-02-25	@	Los Angeles Kings	1	4	L			33	20	0	4	0		33	20	0	4	0		42	47	47.2	36	34	51.4	24	25	49.0	36.3	87.7
63	2017-03-03		Toronto Maple Leafs	5	2	W			36	8	0	1	0		39	2	1	4	0		57	70	44.9	45	53	45.9	33	30	52.4	31.0	112.1
64	2017-03-05		Vancouver Canucks	1	2	L			44	4	0	2	0		27	4	0	2	0		70	38	64.8	55	29	65.5	22	17	56.4	66.7	92.8
65	2017-03-07		Nashville Predators	4	3	W	SO		42	20	1	3	0		27	16	1	5	1		82	40	67.2	59	32	64.8	36	20	64.3	60.1	100.4
66	2017-03-09	@	Chicago Blackhawks	1	0	W			26	21	0	2	0		43	11	0	2	0		49	67	42.2	27	49	35.5	33	23	58.9	46.8	104.2
67	2017-03-10	@	St. Louis Blues	3	4	L			26	4	1	2	0		35	4	0	2	0		45	50	47.4	33	37	47.1	27	27	50.0	43.2	95.8
68	2017-03-12		Washington Capitals	5	2	W			32	10	1	6	0		27	22	1	5	0		42	50	45.7	35	34	50.7	31	23	57.4	58.9	112.3
69	2017-03-15		St. Louis Blues	2	1	W			22	6	0	5	1		27	10	0	3	0		35	50	41.2	21	35	37.5	19	18	51.4	50.0	100.6
70	2017-03-17		Buffalo Sabres	1	2	L	SO		40	7	0	0	0		31	5	0	1	0		76	60	55.9	62	38	62.0	35	19	64.8	47.2	98.9
71	2017-03-18	@	San Jose Sharks	2	1	W			27	10	0	2	0		34	8	1	3	0		44	69	38.9	28	50	35.9	18	18	50.0	25.3	109.5
72	2017-03-22		Edmonton Oilers	4	3	W			34	12	0	5	0		32	12	1	5	0		43	41	51.2	33	35	48.5	21	24	46.7	52.0	109.0
73	2017-03-24		Winnipeg Jets	3	1	W			35	6	0	3	0		18	6	1	3	0		63	33	65.6	47	25	65.3	20	24	45.5	76.9	110.3
74	2017-03-26		New York Rangers	6	3	W			34	9	1	3	1		28	11	0	2	0		50	56	47.2	39	42	48.1	30	27	52.6	46.9	100.8
75	2017-03-28	@	Vancouver Canucks	4	1	W			39	4	0	4	0		35	8	0	2	0		52	45	53.6	40	40	50.0	27	27	50.0	29.3	109.4
76	2017-03-30	@	Winnipeg Jets	3	4	L	OT		28	17	1	2	0		41	13	0	4	1		36	62	36.7	30	50	37.5	27	20	57.4	43.1	98.6
77	2017-04-01	@	Edmonton Oilers	2	3	L	OT		18	8	2	2	0		37	4	1	4	0		38	66	36.5	24	39	38.1	33	22	60.0	32.4	93.1
78	2017-04-02	@	Calgary Flames	4	3	W			34	13	1	3	0		21	11	2	4	0		45	37	54.9	37	29	56.1	26	17	60.5	53.8	104.5
79	2017-04-04		Calgary Flames	3	1	W			20	36	0	4	0		27	76	0	4	0		43	44	49.4	38	31	55.1	24	19	55.8	42.6	112.6
80	2017-04-06		Chicago Blackhawks	4	0	W			26	16	1	3	0		37	10	0	3	0		38	53	41.8	29	45	39.2	20	21	48.8	33.5	117.6
81	2017-04-09		Los Angeles Kings	4	3	W	OT		24	10	1	5	0		18	10	1	4	0		45	40	52.9	34	27	55.7	25	23	52.1	34.4	101.7
